record_num,name,href,resource,publish_time,database,record_time
11,'近300年中国耕地数据集重建与耕地变化分析';,/kns/detail/detail.aspx?QueryID=8&CurRec=11&FileName=DLXB201407003&DbName=CJFD2014&DbCode=CJFQ&pr=,地理学报,2014-07-15,期刊,Tue Jan 10 23:22:04 2017,
12,'黄淮海平原耕地变化及对粮食生产格局变化的影响';,/kns/detail/detail.aspx?QueryID=8&CurRec=12&FileName=NYGU201421032&DbName=CJFD2014&DbCode=CJFQ&pr=,农业工程学报,2014-11-08,期刊,Tue Jan 10 23:22:04 2017,
13,'20a来中国占补耕地光温生产潜力时空特征';,/kns/detail/detail.aspx?QueryID=8&CurRec=13&FileName=ZRZX201301013&DbName=CJFD2013&DbCode=CJFQ&pr=,自然资源学报,2013-01-15,期刊,Tue Jan 10 23:22:04 2017,
14,'基于MODIS数据的中国耕地高中低产田空间分布格局';,/kns/detail/detail.aspx?QueryID=8&CurRec=14&FileName=DLXB201505009&DbName=CJFDLAST2015&DbCode=CJFQ&pr=,地理学报,2015-05-15,期刊,Tue Jan 10 23:22:04 2017,
15,'华北平原区土地整理耕地经济潜力评价研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=15&FileName=STBY201303019&DbName=CJFD2013&DbCode=CJFQ&pr=,水土保持研究,2013-06-15,期刊,Tue Jan 10 23:22:04 2017,
16,'中国中部粮食主产区耕地等别空间分布特征';,/kns/detail/detail.aspx?QueryID=8&CurRec=16&FileName=ZRZY201508008&DbName=CJFDLAST2015&DbCode=CJFQ&pr=,资源科学,2015-08-15,期刊,Tue Jan 10 23:22:04 2017,
17,'基于自组织特征映射神经网络的中国耕地生产力分区';,/kns/detail/detail.aspx?QueryID=8&CurRec=17&FileName=ZNYK201506011&DbName=CJFDLAST2015&DbCode=CJFQ&pr=&urlid=11.1328.s.20150316.0927.016&yx=Y,中国农业科学,2015-03-1609:26,期刊,Tue Jan 10 23:22:04 2017,
18,'农地流转的微观机制解析——基于黄淮海地区的实证考察';,/kns/detail/detail.aspx?QueryID=8&CurRec=18&FileName=NCJR201210008&DbName=CJFD2012&DbCode=CJFQ&pr=,农村金融研究,2012-10-15,期刊,Tue Jan 10 23:22:04 2017,
19,'华北平原禹城市耕地质量动态评价';,/kns/detail/detail.aspx?QueryID=8&CurRec=19&FileName=ZNTB201536039&DbName=CJFDLAST2016&DbCode=CJFQ&pr=,中国农学通报,2015-12-25,期刊,Tue Jan 10 23:22:04 2017,
20,'适宜肥料与改良剂改善盐碱土壤理化特性并提高作物产量';,/kns/detail/detail.aspx?QueryID=8&CurRec=20&FileName=NYGU201410011&DbName=CJFD2014&DbCode=CJFQ&pr=,农业工程学报,2014-05-23,期刊,Tue Jan 10 23:22:04 2017,
21,'中国粮食主产区土地利用的权衡分析及优化管理——以山东省为例';,/kns/detail/detail.aspx?QueryID=8&CurRec=21&FileName=ZGUH201511001023&DbName=CPFDLAST2016&DbCode=CPFD&pr=,第十届（2015）中国管理学年会论文集,2015-11-06,中国会议,Tue Jan 10 23:22:04 2017,
22,'基于多年MODIS-NDVI的黄淮海农区冬小麦生产力评价';,/kns/detail/detail.aspx?QueryID=8&CurRec=22&FileName=NYGU201402020&DbName=CJFD2014&DbCode=CJFQ&pr=,农业工程学报,2014-01-15,期刊,Tue Jan 10 23:22:04 2017,
23,'城镇化发展的适度性研究——以黄淮海平原为例';,/kns/detail/detail.aspx?QueryID=8&CurRec=23&FileName=1014221254.nh&DbName=CDFD1214&DbCode=CDFD&pr=,中国农业大学,2014-05-01,博士,Tue Jan 10 23:22:04 2017,
24,'气候变化背景下我国农业水热资源时空演变格局研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=24&FileName=1013357045.nh&DbName=CDFD1214&DbCode=CDFD&pr=,中国农业科学院,2013-05-01,博士,Tue Jan 10 23:22:04 2017,
25,'中国耕地利用投入的时空差异';,/kns/detail/detail.aspx?QueryID=8&CurRec=25&FileName=ZRZX201307000&DbName=CJFD2013&DbCode=CJFQ&pr=,自然资源学报,2013-07-15,期刊,Tue Jan 10 23:22:04 2017,
26,'三峡库区紫色土坡耕地水量平衡研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=26&FileName=1014155931.nh&DbName=CDFD1214&DbCode=CDFD&pr=,西南大学,2013-11-22,博士,Tue Jan 10 23:22:04 2017,
27,'中国耕地利用产出的结构特征';,/kns/detail/detail.aspx?QueryID=8&CurRec=27&FileName=ZRZX201508003&DbName=CJFDLAST2015&DbCode=CJFQ&pr=,自然资源学报,2015-08-15,期刊,Tue Jan 10 23:22:04 2017,
28,'河南省耕地表层土壤有机碳储量估算与尺度效应分析';,/kns/detail/detail.aspx?QueryID=8&CurRec=28&FileName=1014384494.nh&DbName=CMFD201501&DbCode=CMFD&pr=,郑州大学,2014-05-01,硕士,Tue Jan 10 23:22:04 2017,
29,'中国农产品虚拟耕地与资源环境经济要素的时空匹配分析';,/kns/detail/detail.aspx?QueryID=8&CurRec=29&FileName=CJLY201204015&DbName=CJFD2012&DbCode=CJFQ&pr=,长江流域资源与环境,2012-04-15,期刊,Tue Jan 10 23:22:04 2017,
30,'基于地形与都市区位的京津地区现代农业用地分区研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=30&FileName=1014221252.nh&DbName=CDFD1214&DbCode=CDFD&pr=,中国农业大学,2014-05-01,博士,Tue Jan 10 23:22:04 2017,
31,'我国两大粮食主产区耕地等别空间分布特征分析';,/kns/detail/detail.aspx?QueryID=8&CurRec=31&FileName=JSNY201601131&DbName=CJFDLAST2016&DbCode=CJFQ&pr=,江苏农业科学,2016-01-25,期刊,Tue Jan 10 23:22:04 2017,
32,'基于资源与人口修正的中国近300年耕地数据集重建';,/kns/detail/detail.aspx?QueryID=8&CurRec=32&FileName=1016004439.nh&DbName=CMFD201602&DbCode=CMFD&pr=,南京大学,2013-05-01,硕士,Tue Jan 10 23:22:04 2017,
33,'基于农产品生产成本的我国耕地利用投入变化研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=33&FileName=1014035725.nh&DbName=CMFD201402&DbCode=CMFD&pr=,云南财经大学,2014-04-01,硕士,Tue Jan 10 23:22:04 2017,
34,'1999-2013年中国耕地复种指数的时空演变格局';,/kns/detail/detail.aspx?QueryID=8&CurRec=34&FileName=DLXB201507006&DbName=CJFDLAST2015&DbCode=CJFQ&pr=,地理学报,2015-07-15,期刊,Tue Jan 10 23:22:04 2017,
35,'我国耕地质量与监控研究综述';,/kns/detail/detail.aspx?QueryID=8&CurRec=35&FileName=NYDX201502028&DbName=CJFDLAST2015&DbCode=CJFQ&pr=,中国农业大学学报,2015-04-15,期刊,Tue Jan 10 23:22:04 2017,
36,'我国耕地资源与粮食增产潜力分析';,/kns/detail/detail.aspx?QueryID=8&CurRec=36&FileName=ZYQH201507001040&DbName=CPFDLAST2016&DbCode=CPFD&pr=,2015年中国农业资源与区划学会学术年会论文集,2015-07-23,中国会议,Tue Jan 10 23:22:04 2017,
37,'基于耕地质量的我国粮食供需平衡研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=37&FileName=1015389804.nh&DbName=CMFD201601&DbCode=CMFD&pr=,中国地质大学(北京),2015-05-01,硕士,Tue Jan 10 23:22:04 2017,
38,'粮食主产区利益补偿机制研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=38&FileName=1012415929.nh&DbName=CDFD1214&DbCode=CDFD&pr=,中国农业科学院,2012-06-01,博士,Tue Jan 10 23:22:04 2017,
39,'华北平原县域耕地质量综合评价';,/kns/detail/detail.aspx?QueryID=8&CurRec=39&FileName=XNND201610016&DbName=CJFDLAST2016&DbCode=CJFQ&pr=,西南大学学报(自然科学版),2016-10-20,期刊,Tue Jan 10 23:22:04 2017,
40,'中国省域耕地集约利用态势与驱动力分析';,/kns/detail/detail.aspx?QueryID=8&CurRec=40&FileName=DLXB201407004&DbName=CJFD2014&DbCode=CJFQ&pr=,地理学报,2014-07-15,期刊,Tue Jan 10 23:22:04 2017,
41,'基于气候和土壤要素的中国耕地适宜性指数构建';,/kns/detail/detail.aspx?QueryID=8&CurRec=41&FileName=BSDZ201601014&DbName=CJFDLAST2016&DbCode=CJFQ&pr=,北京师范大学学报(自然科学版),2016-02-15,期刊,Tue Jan 10 23:22:04 2017,
42,'华北平原作物生产碳足迹分析';,/kns/detail/detail.aspx?QueryID=8&CurRec=42&FileName=ZNYK201501009&DbName=CJFDLAST2015&DbCode=CJFQ&pr=&urlid=10.3864/j.issn.0578-1752.2015.01.09&yx=Y,中国农业科学,2014-12-3015:34,期刊,Tue Jan 10 23:22:04 2017,
43,'应对气候变化的耕地利用管理策略分析';,/kns/detail/detail.aspx?QueryID=8&CurRec=43&FileName=ZGUH201210009007&DbName=CPFD0914&DbCode=CPFD&pr=,第七届（2012）中国管理学年会公共管理分会场论文集（选编）,2012-10-22,中国会议,Tue Jan 10 23:22:04 2017,
44,'耕地质量等别变化监测指标分区选取研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=44&FileName=1015518029.nh&DbName=CMFD201501&DbCode=CMFD&pr=,中国地质大学（北京）,2014-05-01,硕士,Tue Jan 10 23:22:04 2017,
45,'下辽河平原耕地土壤有机碳时空变化及固碳潜力估算';,/kns/detail/detail.aspx?QueryID=8&CurRec=45&FileName=1013289815.nh&DbName=CDFD1214&DbCode=CDFD&pr=,沈阳农业大学,2013-06-18,博士,Tue Jan 10 23:22:04 2017,
46,'耕地质量等别变化诊断信息系统的设计与开发研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=46&FileName=1014239291.nh&DbName=CMFD201402&DbCode=CMFD&pr=,中国地质大学（北京）,2014-05-01,硕士,Tue Jan 10 23:22:04 2017,
47,'高潜水位采煤塌陷耕地报损因子确定及报损率测算研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=47&FileName=1014371328.nh&DbName=CDFD1214&DbCode=CDFD&pr=,中国矿业大学（北京）,2014-06-10,博士,Tue Jan 10 23:22:04 2017,
48,'河北省耕地土壤水资源承载力计算与评价';,/kns/detail/detail.aspx?QueryID=8&CurRec=48&FileName=1015381823.nh&DbName=CDFDLAST2016&DbCode=CDFD&pr=,河北农业大学,2014-11-01,博士,Tue Jan 10 23:22:04 2017,
49,'多区域农业部门均衡模型构建与算法优化';,/kns/detail/detail.aspx?QueryID=8&CurRec=49&FileName=1016061122.nh&DbName=CMFD201602&DbCode=CMFD&pr=,中国地质大学,2015-05-01,硕士,Tue Jan 10 23:22:04 2017,
50,'中国区域粮食生产与消费中的虚拟耕地平衡研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=50&FileName=ZTKB201205016&DbName=CJFD2012&DbCode=CJFQ&pr=,资源开发与市场,2012-05-20,期刊,Tue Jan 10 23:22:04 2017,
51,'基于潜力指数组合类型的典型县域耕地质量等级提升重点区域划定研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=51&FileName=1014239312.nh&DbName=CMFD201402&DbCode=CMFD&pr=,中国地质大学（北京）,2014-05-01,硕士,Tue Jan 10 23:22:05 2017,
52,'义利合一：土地、财产与治理——农村宅基地制度变迁研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=52&FileName=1015596741.nh&DbName=CDFDLAST2016&DbCode=CDFD&pr=,华中科技大学,2015-05-01,博士,Tue Jan 10 23:22:05 2017,
53,'我国东部典型县域耕地等别限制因素与提升对策';,/kns/detail/detail.aspx?QueryID=8&CurRec=53&FileName=ZIYU201604007&DbName=CJFDLAST2016&DbCode=CJFQ&pr=&urlid=11.5426.td.20160812.1509.038&yx=Y,资源与产业,2016-08-1215:09,期刊,Tue Jan 10 23:22:05 2017,
54,'城市化和退耕还林草对中国耕地生产力的影响';,/kns/detail/detail.aspx?QueryID=8&CurRec=54&FileName=DLXB201205004&DbName=CJFD2012&DbCode=CJFQ&pr=&urlid=11.1856.P.20120523.1356.010&yx=Y,地理学报,2012-05-2313:56,期刊,Tue Jan 10 23:22:05 2017,
55,'河南省耕地集约利用评价及驱动力分析';,/kns/detail/detail.aspx?QueryID=8&CurRec=55&FileName=1015658609.nh&DbName=CMFD201602&DbCode=CMFD&pr=,河南大学,2015-05-01,硕士,Tue Jan 10 23:22:05 2017,
56,'耕地种植速生林的影响因素及其政策启示——基于山东省两市的农户调查';,/kns/detail/detail.aspx?QueryID=8&CurRec=56&FileName=ZRZX201412001&DbName=CJFDLAST2015&DbCode=CJFQ&pr=,自然资源学报,2014-12-15,期刊,Tue Jan 10 23:22:05 2017,
57,'土体构型表达与地力计算模式对耕地生产力评价的影响';,/kns/detail/detail.aspx?QueryID=8&CurRec=57&FileName=1015300961.nh&DbName=CMFD201601&DbCode=CMFD&pr=,郑州大学,2015-05-01,硕士,Tue Jan 10 23:22:05 2017,
58,'气象因子和农业管理措施变化对福建省耕地土壤有机碳的影响';,/kns/detail/detail.aspx?QueryID=8&CurRec=58&FileName=1014323031.nh&DbName=CMFD201501&DbCode=CMFD&pr=,福建农林大学,2014-04-01,硕士,Tue Jan 10 23:22:05 2017,
59,'耕地地力评价和农用地分等理论、方法比较研究——以河南省延津县为例';,/kns/detail/detail.aspx?QueryID=8&CurRec=59&FileName=1013137658.nh&DbName=CMFD201301&DbCode=CMFD&pr=,河南农业大学,2012-05-01,硕士,Tue Jan 10 23:22:05 2017,
60,'多层次作用边界下粮食主产区耕地保护外部性量化及尺度效应';,/kns/detail/detail.aspx?QueryID=8&CurRec=60&FileName=ZRZY201608008&DbName=CJFDLAST2016&DbCode=CJFQ&pr=,资源科学,2016-08-15,期刊,Tue Jan 10 23:22:05 2017,
61,'丘陵山区地块尺度耕地价值测算与提升';,/kns/detail/detail.aspx?QueryID=8&CurRec=61&FileName=1012442635.nh&DbName=CDFD1214&DbCode=CDFD&pr=,西南大学,2012-04-10,博士,Tue Jan 10 23:22:05 2017,
62,'河南省土地集约利用研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=62&FileName=1014394247.nh&DbName=CDFDLAST2015&DbCode=CDFD&pr=,河南大学,2013-12-01,博士,Tue Jan 10 23:22:05 2017,
63,'中国耕地生态系统运行效应与响应';,/kns/detail/detail.aspx?QueryID=8&CurRec=63&FileName=1013261768.nh&DbName=CDFD1214&DbCode=CDFD&pr=,中国地质大学（北京）,2013-05-01,博士,Tue Jan 10 23:22:05 2017,
64,'矿区土地景观格局演变及其生态效应研究——以徐州市贾汪矿区为例';,/kns/detail/detail.aspx?QueryID=8&CurRec=64&FileName=1014074750.nh&DbName=CDFDLAST2015&DbCode=CDFD&pr=,中国矿业大学,2014-06-01,博士,Tue Jan 10 23:22:05 2017,
65,'契合“藏粮于地”战略的我国相关耕地资源利用研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=65&FileName=SHNG201551015&DbName=CJFDLAST2016&DbCode=CJFQ&pr=,商,2015-12-31,期刊,Tue Jan 10 23:22:05 2017,
66,'基于遥感蒸散发数据的耕地灌溉保证能力评价方法';,/kns/detail/detail.aspx?QueryID=8&CurRec=66&FileName=NYGU201505015&DbName=CJFDLAST2015&DbCode=CJFQ&pr=,农业工程学报,2015-03-08,期刊,Tue Jan 10 23:22:05 2017,
67,'基于区域特色模式的重庆市农村土地整治潜力评价研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=67&FileName=1013265852.nh&DbName=CDFD1214&DbCode=CDFD&pr=,西南大学,2013-04-08,博士,Tue Jan 10 23:22:05 2017,
68,'基于不同粮食主产区粮食生产能力差异的国家粮食安全策略研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=68&FileName=1013189787.nh&DbName=CMFD201302&DbCode=CMFD&pr=,吉林大学,2013-05-01,硕士,Tue Jan 10 23:22:05 2017,
69,'基于改进农业生态区划法的耕地综合量能指数模型构建';,/kns/detail/detail.aspx?QueryID=8&CurRec=69&FileName=NYGU201420033&DbName=CJFDLAST2015&DbCode=CJFQ&pr=,农业工程学报,2014-10-23,期刊,Tue Jan 10 23:22:05 2017,
70,'基于分层分区法的中国历史耕地数据的网格化重建';,/kns/detail/detail.aspx?QueryID=8&CurRec=70&FileName=DLXB201607006&DbName=CJFDLAST2016&DbCode=CJFQ&pr=,地理学报,2016-07-15,期刊,Tue Jan 10 23:22:05 2017,
71,'基于LMDI模型的黄淮海地区县域粮食生产影响因素分解';,/kns/detail/detail.aspx?QueryID=8&CurRec=71&FileName=NYGU201321001&DbName=CJFD2013&DbCode=CJFQ&pr=,农业工程学报,2013-11-01,期刊,Tue Jan 10 23:22:05 2017,
72,'基于LMDI模型的我国省域粮食生产变化影响因素分析';,/kns/detail/detail.aspx?QueryID=8&CurRec=72&FileName=NYDX201601016&DbName=CJFDLAST2016&DbCode=CJFQ&pr=,中国农业大学学报,2016-01-15,期刊,Tue Jan 10 23:22:05 2017,
73,'河南省水土资源空间配置及对产能的影响研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=73&FileName=1013023542.nh&DbName=CMFD201401&DbCode=CMFD&pr=,河南理工大学,2012-05-01,硕士,Tue Jan 10 23:22:05 2017,
74,'中国粮食生产时空变化及其耕地利用效应';,/kns/detail/detail.aspx?QueryID=8&CurRec=74&FileName=ZRZX201406001&DbName=CJFD2014&DbCode=CJFQ&pr=,自然资源学报,2014-06-15,期刊,Tue Jan 10 23:22:05 2017,
75,'黄淮海平原耕作单元地块几何特征及其对机械耕作的影响——基于河北省曲周县的实证分析';,/kns/detail/detail.aspx?QueryID=8&CurRec=75&FileName=NYDX201601012&DbName=CJFDLAST2016&DbCode=CJFQ&pr=,中国农业大学学报,2016-01-15,期刊,Tue Jan 10 23:22:05 2017,
76,'基于耕地保护价值空间特征的非农化区域补偿方法';,/kns/detail/detail.aspx?QueryID=8&CurRec=76&FileName=NYGU201420034&DbName=CJFDLAST2015&DbCode=CJFQ&pr=,农业工程学报,2014-10-23,期刊,Tue Jan 10 23:22:05 2017,
77,'西北旱区农业水土资源利用分区及其匹配特征研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=77&FileName=1014052025.nh&DbName=CDFDLAST2015&DbCode=CDFD&pr=,中国科学院研究生院（教育部水土保持与生态环境研究中心）,2014-05-01,博士,Tue Jan 10 23:22:05 2017,
78,'关于全国耕地质量等级情况的公报';,/kns/detail/detail.aspx?QueryID=8&CurRec=78&FileName=GNZB201501013&DbName=CJFDLASN2015&DbCode=CJFQ&pr=CJFZ2015;,中华人民共和国农业部公报,2015-01-20,期刊,Tue Jan 10 23:22:05 2017,
79,'耕地资源生产潜力研究进展及其启示';,/kns/detail/detail.aspx?QueryID=8&CurRec=79&FileName=NYDX201303030&DbName=CJFD2013&DbCode=CJFQ&pr=,中国农业大学学报,2013-06-15,期刊,Tue Jan 10 23:22:05 2017,
80,'耕地资源非农化价值损失评价模型与补偿机制研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=80&FileName=ZNYK201404019&DbName=CJFD2014&DbCode=CJFQ&pr=,中国农业科学,2014-02-16,期刊,Tue Jan 10 23:22:05 2017,
81,'农田水利工程治理天津市土壤盐渍化的效果';,/kns/detail/detail.aspx?QueryID=8&CurRec=81&FileName=NYGU201320012&DbName=CJFD2013&DbCode=CJFQ&pr=,农业工程学报,2013-10-15,期刊,Tue Jan 10 23:22:05 2017,
82,'盐碱地产权安排的农户行为响应研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=82&FileName=1014161716.nh&DbName=CDFD1214&DbCode=CDFD&pr=,南京大学,2012-05-24,博士,Tue Jan 10 23:22:05 2017,
83,'中国传统农区过去300年耕地重建结果的对比分析';,/kns/detail/detail.aspx?QueryID=8&CurRec=83&FileName=DLXB201209008&DbName=CJFD2012&DbCode=CJFQ&pr=,地理学报,2012-09-15,期刊,Tue Jan 10 23:22:05 2017,
84,'区域耕地社会保障功能替代程度及其差异研究——基于北京市海淀区、大兴区24村214户农户问卷的实证';,/kns/detail/detail.aspx?QueryID=8&CurRec=84&FileName=ZRZY201308006&DbName=CJFD2013&DbCode=CJFQ&pr=,资源科学,2013-08-15,期刊,Tue Jan 10 23:22:05 2017,
85,'河南省耕地利用效益评价研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=85&FileName=1012515397.nh&DbName=CMFD201301&DbCode=CMFD&pr=,东北农业大学,2012-04-07,硕士,Tue Jan 10 23:22:05 2017,
86,'基于粮食安全的三峡库区耕地产能提升潜力研究——以重庆市万州区为例';,/kns/detail/detail.aspx?QueryID=8&CurRec=86&FileName=1014259239.nh&DbName=CMFD201402&DbCode=CMFD&pr=,西南大学,2014-05-15,硕士,Tue Jan 10 23:22:05 2017,
87,'中国耕地资源与粮食增产潜力分析';,/kns/detail/detail.aspx?QueryID=8&CurRec=87&FileName=ZNYK201606008&DbName=CJFDLAST2016&DbCode=CJFQ&pr=&urlid=11.1328.s.20160318.1054.016&yx=Y,中国农业科学,2016-03-1810:54,期刊,Tue Jan 10 23:22:05 2017,
88,'华北平原农田硝态氮淋溶率和淋溶负荷估计';,/kns/detail/detail.aspx?QueryID=8&CurRec=88&FileName=HJXX201311036&DbName=CJFD2013&DbCode=CJFQ&pr=,环境科学学报,2013-11-06,期刊,Tue Jan 10 23:22:05 2017,
89,'华北地区主要作物施肥的资源环境影响评价';,/kns/detail/detail.aspx?QueryID=8&CurRec=89&FileName=1012332068.nh&DbName=CMFD2012&DbCode=CMFD&pr=,河北农业大学,2012-05-26,硕士,Tue Jan 10 23:22:05 2017,
90,'耕地资源社会价值评估研究——以西安市为例';,/kns/detail/detail.aspx?QueryID=8&CurRec=90&FileName=1013345299.nh&DbName=CMFD201401&DbCode=CMFD&pr=,西北农林科技大学,2013-04-01,硕士,Tue Jan 10 23:22:05 2017,
91,'快速城镇化进程中的合理耕地规模研究——以武邑县为例';,/kns/detail/detail.aspx?QueryID=8&CurRec=91&FileName=1015575946.nh&DbName=CMFD201502&DbCode=CMFD&pr=,河北师范大学,2013-05-20,硕士,Tue Jan 10 23:22:05 2017,
92,'耕作方式对黑土理化性状季节变化的影响';,/kns/detail/detail.aspx?QueryID=8&CurRec=92&FileName=1016728722.nh&DbName=CDFDLAST2016&DbCode=CDFD&pr=,中国科学院研究生院(东北地理与农业生态研究所),2016-05-01,博士,Tue Jan 10 23:22:05 2017,
93,'京津冀协同发展产业用地布局及土地利用问题研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=93&FileName=1015385500.nh&DbName=CMFD201601&DbCode=CMFD&pr=,中国地质大学(北京),2015-05-01,硕士,Tue Jan 10 23:22:06 2017,
94,'天津市耕地数量变化及其驱动力研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=94&FileName=1012479906.nh&DbName=CMFD201301&DbCode=CMFD&pr=,天津师范大学,2012-03-01,硕士,Tue Jan 10 23:22:06 2017,
95,'中国土地利用空间格局动态变化模拟——以规划情景为例';,/kns/detail/detail.aspx?QueryID=8&CurRec=95&FileName=STXB201220020&DbName=CJFD2012&DbCode=CJFQ&pr=,生态学报,2012-10-23,期刊,Tue Jan 10 23:22:06 2017,
96,'我国主要粮食作物增产增效潜力及其实现策略';,/kns/detail/detail.aspx?QueryID=8&CurRec=96&FileName=1012332075.nh&DbName=CMFD2012&DbCode=CMFD&pr=,河北农业大学,2012-05-26,硕士,Tue Jan 10 23:22:06 2017,
97,'河南省温县吨粮田的耕地质量分析与高标准基本农田建设';,/kns/detail/detail.aspx?QueryID=8&CurRec=97&FileName=1014233953.nh&DbName=CMFD201402&DbCode=CMFD&pr=,中国地质大学（北京）,2014-05-01,硕士,Tue Jan 10 23:22:06 2017,
98,'滨海集约农区耕地质量演变趋势研究——以山东省广饶县为例';,/kns/detail/detail.aspx?QueryID=8&CurRec=98&FileName=ZRZX201302010&DbName=CJFD2013&DbCode=CJFQ&pr=,自然资源学报,2013-02-15,期刊,Tue Jan 10 23:22:06 2017,
99,'中国大豆主产区域耕地地力评价研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=99&FileName=HLJN201202015&DbName=CJFD2012&DbCode=CJFQ&pr=,黑龙江农业科学,2012-02-10,期刊,Tue Jan 10 23:22:06 2017,
100,'我国农业技术补贴政策的影响及优化研究';,/kns/detail/detail.aspx?QueryID=8&CurRec=100&FileName=1015584392.nh&DbName=CDFDLAST2015&DbCode=CDFD&pr=,中国农业大学,2015-05-01,博士,Tue Jan 10 23:22:06 2017,
101,'中国耕地保育技术创新不足已危及粮食安全与环境安全';,/kns/detail/detail.aspx?QueryID=8&CurRec=101&FileName=ZNYK201512010&DbName=CJFDLAST2015&DbCode=CJFQ&pr=&urlid=11.1328.s.20150617.1103.010&yx=Y,中国农业科学,2015-06-1711:03,期刊,Tue Jan 10 23:22:06 2017,
102,'氮循环与中国农业氮管理';,/kns/detail/detail.aspx?QueryID=8&CurRec=102&FileName=ZNYK201603009&DbName=CJFDLAST2016&DbCode=CJFQ&pr=&urlid=11.1328.s.20160131.1100.018&yx=Y,中国农业科学,2016-01-3111:00,期刊,Tue Jan 10 23:22:06 2017,
